kode_prompt,video,varian,penilai,kategori_penilai,skor_clarity,skor_structure,skor_creativity,skor_completeness
L1_V12,Kaidah Kebahasaan Teks Deskripsi,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,9.00
L1_V12,Kaidah Kebahasaan Teks Deskripsi,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.25
L1_V12,Kaidah Kebahasaan Teks Deskripsi,Aplikasi,AI8,Ahli_AI,8.50,8.75,8.75,8.75
L1_V12,Kaidah Kebahasaan Teks Deskripsi,Aplikasi,AI9,Ahli_AI,9.00,8.00,8.50,8.50
L1_V12,Kaidah Kebahasaan Teks Deskripsi,Aplikasi,AI10,Ahli_AI,8.75,8.50,9.00,9.00
L1_V12,Kaidah Kebahasaan Teks Deskripsi,Aplikasi,AI11,Ahli_AI,9.25,8.25,9.25,9.25
L1_V12,Kaidah Kebahasaan Teks Deskripsi,Aplikasi,AI12,Ahli_AI,8.50,8.75,8.75,8.75
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,Guru1,Guru_Bahasa,8.00,7.50,9.00,8.00
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,Guru2,Guru_Bahasa,8.25,7.25,8.75,8.25
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,Guru3,Guru_Bahasa,7.75,7.75,9.25,7.75
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,Guru4,Guru_Bahasa,7.50,7.50,9.00,8.00
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,Guru5,Guru_Bahasa,8.00,7.00,8.50,7.50
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,Guru6,Guru_Bahasa,8.25,7.25,8.75,8.25
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,Guru7,Guru_Bahasa,7.75,7.75,9.25,7.75
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,Guru8,Guru_Bahasa,7.50,7.50,9.00,8.00
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,Guru9,Guru_Bahasa,8.00,7.00,8.50,7.50
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI1,Ahli_AI,8.50,7.50,9.50,8.50
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI2,Ahli_AI,8.25,7.75,9.25,8.25
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI3,Ahli_AI,8.75,7.25,9.75,8.75
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI4,Ahli_AI,8.00,7.75,9.25,8.25
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI5,Ahli_AI,8.50,7.00,9.00,8.00
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI6,Ahli_AI,8.25,7.50,9.50,8.50
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI7,Ahli_AI,8.75,7.25,9.75,8.75
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI8,Ahli_AI,8.00,7.50,9.25,8.25
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI9,Ahli_AI,8.50,7.00,9.00,8.00
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI10,Ahli_AI,8.25,7.75,9.50,8.50
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI11,Ahli_AI,8.75,7.25,9.75,8.75
L1_V13,Kaidah Kebahasaan Teks Deskripsi,Visual,AI12,Ahli_AI,8.00,7.50,9.25,8.25
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,Guru1,Guru_Bahasa,7.50,7.00,8.00,7.00
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,Guru2,Guru_Bahasa,7.75,6.75,8.25,7.25
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,Guru3,Guru_Bahasa,7.25,7.25,7.75,6.75
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,Guru4,Guru_Bahasa,7.00,7.00,8.00,7.00
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,Guru5,Guru_Bahasa,7.50,6.50,7.50,6.50
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,Guru6,Guru_Bahasa,7.75,6.75,8.25,7.25
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,Guru7,Guru_Bahasa,7.25,7.25,7.75,6.75
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,Guru8,Guru_Bahasa,7.00,7.00,8.00,7.00
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,Guru9,Guru_Bahasa,7.50,6.50,7.50,6.50
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI1,Ahli_AI,8.00,7.00,8.50,7.50
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI2,Ahli_AI,7.75,7.25,8.25,7.75
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI3,Ahli_AI,8.25,6.75,8.75,8.00
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI4,Ahli_AI,7.50,7.25,8.25,7.75
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI5,Ahli_AI,8.00,6.50,8.00,7.25
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI6,Ahli_AI,7.75,7.00,8.50,7.50
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI7,Ahli_AI,8.25,6.75,8.75,8.00
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI8,Ahli_AI,7.50,7.25,8.25,7.75
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI9,Ahli_AI,8.00,6.50,8.00,7.25
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI10,Ahli_AI,7.75,7.00,8.50,7.50
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI11,Ahli_AI,8.25,6.75,8.75,8.00
L1_V14,Kaidah Kebahasaan Teks Deskripsi,Interaktif,AI12,Ahli_AI,7.50,7.25,8.25,7.75
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,Guru1,Guru_Bahasa,8.00,8.00,7.50,8.50
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,Guru2,Guru_Bahasa,8.25,7.75,7.75,8.75
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,Guru3,Guru_Bahasa,7.75,8.25,7.25,8.25
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,Guru4,Guru_Bahasa,7.50,8.00,7.50,8.50
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,Guru5,Guru_Bahasa,8.00,7.50,7.00,8.00
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,Guru6,Guru_Bahasa,8.25,7.75,7.75,8.75
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,Guru7,Guru_Bahasa,7.75,8.25,7.25,8.25
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,Guru8,Guru_Bahasa,7.50,8.00,7.50,8.50
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,Guru9,Guru_Bahasa,8.00,7.50,7.00,8.00
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI1,Ahli_AI,8.50,8.50,8.00,9.00
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI2,Ahli_AI,8.25,8.25,8.25,8.75
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI3,Ahli_AI,8.75,8.75,7.75,9.25
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI4,Ahli_AI,8.00,8.25,8.00,8.75
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI5,Ahli_AI,8.50,8.00,7.50,8.50
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI6,Ahli_AI,8.25,8.50,8.25,9.00
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI7,Ahli_AI,8.75,8.75,7.75,9.25
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI8,Ahli_AI,8.00,8.25,8.00,8.75
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI9,Ahli_AI,8.50,8.00,7.50,8.50
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI10,Ahli_AI,8.25,8.50,8.25,9.00
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI11,Ahli_AI,8.75,8.75,7.75,9.25
L1_V15,Kaidah Kebahasaan Teks Deskripsi,Analitis,AI12,Ahli_AI,8.00,8.25,8.00,8.75
L2_V1,Pengenalan Poster,Teori,Guru1,Guru_Bahasa,8.00,8.00,7.00,7.50
L2_V1,Pengenalan Poster,Teori,Guru2,Guru_Bahasa,8.25,7.75,7.25,7.75
L2_V1,Pengenalan Poster,Teori,Guru3,Guru_Bahasa,7.75,8.25,6.75,7.25
L2_V1,Pengenalan Poster,Teori,Guru4,Guru_Bahasa,7.50,8.00,7.00,7.50
L2_V1,Pengenalan Poster,Teori,Guru5,Guru_Bahasa,8.00,7.50,6.50,7.00
L2_V1,Pengenalan Poster,Teori,Guru6,Guru_Bahasa,8.25,7.75,7.25,7.75
L2_V1,Pengenalan Poster,Teori,Guru7,Guru_Bahasa,7.75,8.25,6.75,7.25
L2_V1,Pengenalan Poster,Teori,Guru8,Guru_Bahasa,7.50,8.00,7.00,7.50
L2_V1,Pengenalan Poster,Teori,Guru9,Guru_Bahasa,8.00,7.50,6.50,7.00
L2_V1,Pengenalan Poster,Teori,AI1,Ahli_AI,8.50,8.50,7.50,8.00
L2_V1,Pengenalan Poster,Teori,AI2,Ahli_AI,8.25,8.25,7.75,8.25
L2_V1,Pengenalan Poster,Teori,AI3,Ahli_AI,8.75,8.75,7.25,8.50
L2_V1,Pengenalan Poster,Teori,AI4,Ahli_AI,8.00,8.25,7.50,8.00
L2_V1,Pengenalan Poster,Teori,AI5,Ahli_AI,8.50,8.00,7.00,7.75
L2_V1,Pengenalan Poster,Teori,AI6,Ahli_AI,8.25,8.50,7.75,8.25
L2_V1,Pengenalan Poster,Teori,AI7,Ahli_AI,8.75,8.75,7.25,8.50
L2_V1,Pengenalan Poster,Teori,AI8,Ahli_AI,8.00,8.25,7.50,8.00
L2_V1,Pengenalan Poster,Teori,AI9,Ahli_AI,8.50,8.00,7.00,7.75
L2_V1,Pengenalan Poster,Teori,AI10,Ahli_AI,8.25,8.50,7.75,8.25
L2_V1,Pengenalan Poster,Teori,AI11,Ahli_AI,8.75,8.75,7.25,8.50
L2_V1,Pengenalan Poster,Teori,AI12,Ahli_AI,8.00,8.25,7.50,8.00
L2_V2,Pengenalan Poster,Aplikasi,Guru1,Guru_Bahasa,8.50,8.00,8.50,8.00
L2_V2,Pengenalan Poster,Aplikasi,Guru2,Guru_Bahasa,8.75,8.25,8.75,8.25
L2_V2,Pengenalan Poster,Aplikasi,Guru3,Guru_Bahasa,8.25,7.75,8.25,7.75
L2_V2,Pengenalan Poster,Aplikasi,Guru4,Guru_Bahasa,8.00,8.00,8.50,8.00
L2_V2,Pengenalan Poster,Aplikasi,Guru5,Guru_Bahasa,8.50,7.50,8.00,7.50
L2_V2,Pengenalan Poster,Aplikasi,Guru6,Guru_Bahasa,8.75,8.25,8.75,8.25
L2_V2,Pengenalan Poster,Aplikasi,Guru7,Guru_Bahasa,8.25,7.75,8.25,7.75
L2_V2,Pengenalan Poster,Aplikasi,Guru8,Guru_Bahasa,8.00,8.00,8.50,8.00
L2_V2,Pengenalan Poster,Aplikasi,Guru9,Guru_Bahasa,8.50,7.50,8.00,7.50
L2_V2,Pengenalan Poster,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,8.50
L2_V2,Pengenalan Poster,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
L2_V2,Pengenalan Poster,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.00
L2_V2,Pengenalan Poster,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.50
L2_V2,Pengenalan Poster,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.00
L2_V2,Pengenalan Poster,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,8.75
L2_V2,Pengenalan Poster,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.00
L2_V2,Pengenalan Poster,Aplikasi,AI8,Ahli_AI,8.50,8.75,8.75,8.50
L2_V2,Pengenalan Poster,Aplikasi,AI9,Ahli_AI,9.00,8.00,8.50,8.00
L2_V2,Pengenalan Poster,Aplikasi,AI10,Ahli_AI,8.75,8.50,9.00,8.75
L2_V2,Pengenalan Poster,Aplikasi,AI11,Ahli_AI,9.25,8.25,9.25,9.00
L2_V2,Pengenalan Poster,Aplikasi,AI12,Ahli_AI,8.50,8.75,8.75,8.50
L2_V3,Pengenalan Poster,Visual,Guru1,Guru_Bahasa,7.50,7.00,9.00,8.00
L2_V3,Pengenalan Poster,Visual,Guru2,Guru_Bahasa,7.75,7.25,8.75,8.25
L2_V3,Pengenalan Poster,Visual,Guru3,Guru_Bahasa,7.25,6.75,9.25,7.75
L2_V3,Pengenalan Poster,Visual,Guru4,Guru_Bahasa,7.00,7.00,9.00,8.00
L2_V3,Pengenalan Poster,Visual,Guru5,Guru_Bahasa,7.50,6.50,8.50,7.50
L2_V3,Pengenalan Poster,Visual,Guru6,Guru_Bahasa,7.75,7.25,8.75,8.25
L2_V3,Pengenalan Poster,Visual,Guru7,Guru_Bahasa,7.25,6.75,9.25,7.75
L2_V3,Pengenalan Poster,Visual,Guru8,Guru_Bahasa,7.00,7.00,9.00,8.00
L2_V3,Pengenalan Poster,Visual,Guru9,Guru_Bahasa,7.50,6.50,8.50,7.50
L2_V3,Pengenalan Poster,Visual,AI1,Ahli_AI,8.00,7.50,9.50,8.50
L2_V3,Pengenalan Poster,Visual,AI2,Ahli_AI,7.75,7.75,9.25,8.25
L2_V3,Pengenalan Poster,Visual,AI3,Ahli_AI,8.25,7.25,9.75,9.00
L2_V3,Pengenalan Poster,Visual,AI4,Ahli_AI,7.50,7.75,9.25,8.50
L2_V3,Pengenalan Poster,Visual,AI5,Ahli_AI,8.00,7.00,9.00,8.00
L2_V3,Pengenalan Poster,Visual,AI6,Ahli_AI,7.75,7.50,9.50,8.50
L2_V3,Pengenalan Poster,Visual,AI7,Ahli_AI,8.25,7.25,9.75,9.00
L2_V3,Pengenalan Poster,Visual,AI8,Ahli_AI,7.50,7.50,9.25,8.25
L2_V3,Pengenalan Poster,Visual,AI9,Ahli_AI,8.00,7.00,9.00,8.00
L2_V3,Pengenalan Poster,Visual,AI10,Ahli_AI,7.75,7.75,9.50,8.50
L2_V3,Pengenalan Poster,Visual,AI11,Ahli_AI,8.25,7.25,9.75,9.00
L2_V3,Pengenalan Poster,Visual,AI12,Ahli_AI,7.50,7.50,9.25,8.25
L2_V4,Pengenalan Poster,Interaktif,Guru1,Guru_Bahasa,8.00,7.50,8.50,7.50
L2_V4,Pengenalan Poster,Interaktif,Guru2,Guru_Bahasa,8.25,7.75,8.75,7.75
L2_V4,Pengenalan Poster,Interaktif,Guru3,Guru_Bahasa,7.75,7.25,8.25,7.25
L2_V4,Pengenalan Poster,Interaktif,Guru4,Guru_Bahasa,7.50,7.50,8.50,7.50
L2_V4,Pengenalan Poster,Interaktif,Guru5,Guru_Bahasa,8.00,7.00,8.00,7.00
L2_V4,Pengenalan Poster,Interaktif,Guru6,Guru_Bahasa,8.25,7.75,8.75,7.75
L2_V4,Pengenalan Poster,Interaktif,Guru7,Guru_Bahasa,7.75,7.25,8.25,7.25
L2_V4,Pengenalan Poster,Interaktif,Guru8,Guru_Bahasa,7.50,7.50,8.50,7.50
L2_V4,Pengenalan Poster,Interaktif,Guru9,Guru_Bahasa,8.00,7.00,8.00,7.00
L2_V4,Pengenalan Poster,Interaktif,AI1,Ahli_AI,8.50,7.50,9.00,8.00
L2_V4,Pengenalan Poster,Interaktif,AI2,Ahli_AI,8.25,7.75,8.75,8.25
L2_V4,Pengenalan Poster,Interaktif,AI3,Ahli_AI,8.75,7.25,9.25,8.50
L2_V4,Pengenalan Poster,Interaktif,AI4,Ahli_AI,8.00,7.75,8.75,8.00
L2_V4,Pengenalan Poster,Interaktif,AI5,Ahli_AI,8.50,7.00,8.50,7.50
L2_V4,Pengenalan Poster,Interaktif,AI6,Ahli_AI,8.25,7.50,9.00,8.00
L2_V4,Pengenalan Poster,Interaktif,AI7,Ahli_AI,8.75,7.25,9.25,8.50
L2_V4,Pengenalan Poster,Interaktif,AI8,Ahli_AI,8.00,7.50,8.75,8.00
L2_V4,Pengenalan Poster,Interaktif,AI9,Ahli_AI,8.50,7.00,8.50,7.50
L2_V4,Pengenalan Poster,Interaktif,AI10,Ahli_AI,8.25,7.75,9.00,8.00
L2_V4,Pengenalan Poster,Interaktif,AI11,Ahli_AI,8.75,7.25,9.25,8.50
L2_V4,Pengenalan Poster,Interaktif,AI12,Ahli_AI,8.00,7.50,8.75,8.00
L2_V5,Pengenalan Poster,Analitis,Guru1,Guru_Bahasa,7.50,8.00,7.50,8.00
L2_V5,Pengenalan Poster,Analitis,Guru2,Guru_Bahasa,7.75,7.75,7.75,8.25
L2_V5,Pengenalan Poster,Analitis,Guru3,Guru_Bahasa,7.25,8.25,7.25,7.75
L2_V5,Pengenalan Poster,Analitis,Guru4,Guru_Bahasa,7.00,8.00,7.50,8.00
L2_V5,Pengenalan Poster,Analitis,Guru5,Guru_Bahasa,7.50,7.50,7.00,7.50
L2_V5,Pengenalan Poster,Analitis,Guru6,Guru_Bahasa,7.75,7.75,7.75,8.25
L2_V5,Pengenalan Poster,Analitis,Guru7,Guru_Bahasa,7.25,8.25,7.25,7.75
L2_V5,Pengenalan Poster,Analitis,Guru8,Guru_Bahasa,7.00,8.00,7.50,8.00
L2_V5,Pengenalan Poster,Analitis,Guru9,Guru_Bahasa,7.50,7.50,7.00,7.50
L2_V5,Pengenalan Poster,Analitis,AI1,Ahli_AI,8.00,8.50,8.00,8.50
L2_V5,Pengenalan Poster,Analitis,AI2,Ahli_AI,7.75,8.25,8.25,8.75
L2_V5,Pengenalan Poster,Analitis,AI3,Ahli_AI,8.25,8.75,7.75,9.00
L2_V5,Pengenalan Poster,Analitis,AI4,Ahli_AI,7.50,8.25,8.00,8.50
L2_V5,Pengenalan Poster,Analitis,AI5,Ahli_AI,8.00,8.00,7.50,8.00
L2_V5,Pengenalan Poster,Analitis,AI6,Ahli_AI,7.75,8.50,8.25,8.50
L2_V5,Pengenalan Poster,Analitis,AI7,Ahli_AI,8.25,8.75,7.75,9.00
L2_V5,Pengenalan Poster,Analitis,AI8,Ahli_AI,7.50,8.25,8.00,8.50
L2_V5,Pengenalan Poster,Analitis,AI9,Ahli_AI,8.00,8.00,7.50,8.00
L2_V5,Pengenalan Poster,Analitis,AI10,Ahli_AI,7.75,8.50,8.25,8.50
L2_V5,Pengenalan Poster,Analitis,AI11,Ahli_AI,8.25,8.75,7.75,9.00
L2_V5,Pengenalan Poster,Analitis,AI12,Ahli_AI,7.50,8.25,8.00,8.50
L2_V6,Jenis-Jenis Poster,Teori,Guru1,Guru_Bahasa,8.50,8.50,7.00,8.00
L2_V6,Jenis-Jenis Poster,Teori,Guru2,Guru_Bahasa,8.75,8.25,7.25,8.25
L2_V6,Jenis-Jenis Poster,Teori,Guru3,Guru_Bahasa,8.25,8.75,6.75,7.75
L2_V6,Jenis-Jenis Poster,Teori,Guru4,Guru_Bahasa,8.00,8.50,7.00,8.00
L2_V6,Jenis-Jenis Poster,Teori,Guru5,Guru_Bahasa,8.50,8.00,6.50,7.50
L2_V6,Jenis-Jenis Poster,Teori,Guru6,Guru_Bahasa,8.75,8.25,7.25,8.25
L2_V6,Jenis-Jenis Poster,Teori,Guru7,Guru_Bahasa,8.25,8.75,6.75,7.75
L2_V6,Jenis-Jenis Poster,Teori,Guru8,Guru_Bahasa,8.00,8.50,7.00,8.00
L2_V6,Jenis-Jenis Poster,Teori,Guru9,Guru_Bahasa,8.50,8.00,6.50,7.50
L2_V6,Jenis-Jenis Poster,Teori,AI1,Ahli_AI,9.00,8.50,7.50,8.50
L2_V6,Jenis-Jenis Poster,Teori,AI2,Ahli_AI,8.75,8.75,7.75,8.75
L2_V6,Jenis-Jenis Poster,Teori,AI3,Ahli_AI,9.25,8.50,7.25,9.00
L2_V6,Jenis-Jenis Poster,Teori,AI4,Ahli_AI,8.50,8.75,7.50,8.50
L2_V6,Jenis-Jenis Poster,Teori,AI5,Ahli_AI,9.00,8.25,7.00,8.25
L2_V6,Jenis-Jenis Poster,Teori,AI6,Ahli_AI,8.75,8.50,7.75,8.75
L2_V6,Jenis-Jenis Poster,Teori,AI7,Ahli_AI,9.25,8.75,7.25,9.00
L2_V6,Jenis-Jenis Poster,Teori,AI8,Ahli_AI,8.50,8.50,7.50,8.50
L2_V6,Jenis-Jenis Poster,Teori,AI9,Ahli_AI,9.00,8.25,7.00,8.25
L2_V6,Jenis-Jenis Poster,Teori,AI10,Ahli_AI,8.75,8.75,7.75,8.75
L2_V6,Jenis-Jenis Poster,Teori,AI11,Ahli_AI,9.25,8.50,7.25,9.00
L2_V6,Jenis-Jenis Poster,Teori,AI12,Ahli_AI,8.50,8.75,7.50,8.50
L2_V7,Jenis-Jenis Poster,Aplikasi,Guru1,Guru_Bahasa,8.50,8.00,8.50,8.50
L2_V7,Jenis-Jenis Poster,Aplikasi,Guru2,Guru_Bahasa,8.75,8.25,8.75,8.75
L2_V7,Jenis-Jenis Poster,Aplikasi,Guru3,Guru_Bahasa,8.25,7.75,8.25,8.25
L2_V7,Jenis-Jenis Poster,Aplikasi,Guru4,Guru_Bahasa,8.00,8.00,8.50,8.50
L2_V7,Jenis-Jenis Poster,Aplikasi,Guru5,Guru_Bahasa,8.50,7.50,8.00,8.00
L2_V7,Jenis-Jenis Poster,Aplikasi,Guru6,Guru_Bahasa,8.75,8.25,8.75,8.75
L2_V7,Jenis-Jenis Poster,Aplikasi,Guru7,Guru_Bahasa,8.25,7.75,8.25,8.25
L2_V7,Jenis-Jenis Poster,Aplikasi,Guru8,Guru_Bahasa,8.00,8.00,8.50,8.50
L2_V7,Jenis-Jenis Poster,Aplikasi,Guru9,Guru_Bahasa,8.50,7.50,8.00,8.00
L2_V7,Jenis-Jenis Poster,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,9.00
L2_V7,Jenis-Jenis Poster,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
L2_V7,Jenis-Jenis Poster,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.25
L2_V7,Jenis-Jenis Poster,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.75
L2_V7,Jenis-Jenis Poster,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.50
L2_V7,Jenis-Jenis Poster,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,9.00
L2_V7,Jenis-Jenis Poster,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.25
L2_V7,Jenis-Jenis Poster,Aplikasi,AI8,Ahli_AI,8.50,8.75,8.75,8.75
L2_V7,Jenis-Jenis Poster,Aplikasi,AI9,Ahli_AI,9.00,8.00,8.50,8.50
L2_V7,Jenis-Jenis Poster,Aplikasi,AI10,Ahli_AI,8.75,8.50,9.00,9.00
L2_V7,Jenis-Jenis Poster,Aplikasi,AI11,Ahli_AI,9.25,8.25,9.25,9.25
L2_V7,Jenis-Jenis Poster,Aplikasi,AI12,Ahli_AI,8.50,8.75,8.75,8.75
L2_V8,Jenis-Jenis Poster,Visual,Guru1,Guru_Bahasa,7.50,7.00,9.00,8.00
L2_V8,Jenis-Jenis Poster,Visual,Guru2,Guru_Bahasa,7.75,7.25,8.75,8.25
L2_V8,Jenis-Jenis Poster,Visual,Guru3,Guru_Bahasa,7.25,6.75,9.25,7.75
L2_V8,Jenis-Jenis Poster,Visual,Guru4,Guru_Bahasa,7.00,7.00,9.00,8.00
L2_V8,Jenis-Jenis Poster,Visual,Guru5,Guru_Bahasa,7.50,6.50,8.50,7.50
L2_V8,Jenis-Jenis Poster,Visual,Guru6,Guru_Bahasa,7.75,7.25,8.75,8.25
L2_V8,Jenis-Jenis Poster,Visual,Guru7,Guru_Bahasa,7.25,6.75,9.25,7.75
L2_V8,Jenis-Jenis Poster,Visual,Guru8,Guru_Bahasa,7.00,7.00,9.00,8.00
L2_V8,Jenis-Jenis Poster,Visual,Guru9,Guru_Bahasa,7.50,6.50,8.50,7.50
L2_V8,Jenis-Jenis Poster,Visual,AI1,Ahli_AI,8.00,7.50,9.50,8.50
L2_V8,Jenis-Jenis Poster,Visual,AI2,Ahli_AI,7.75,7.75,9.25,8.75
L2_V8,Jenis-Jenis Poster,Visual,AI3,Ahli_AI,8.25,7.25,9.75,9.00
L2_V8,Jenis-Jenis Poster,Visual,AI4,Ahli_AI,7.50,7.75,9.25,8.50
L2_V8,Jenis-Jenis Poster,Visual,AI5,Ahli_AI,8.00,7.00,9.00,8.00
L2_V8,Jenis-Jenis Poster,Visual,AI6,Ahli_AI,7.75,7.50,9.50,8.50
L2_V8,Jenis-Jenis Poster,Visual,AI7,Ahli_AI,8.25,7.25,9.75,9.00
L2_V8,Jenis-Jenis Poster,Visual,AI8,Ahli_AI,7.50,7.50,9.25,8.50
L2_V8,Jenis-Jenis Poster,Visual,AI9,Ahli_AI,8.00,7.00,9.00,8.00
L2_V8,Jenis-Jenis Poster,Visual,AI10,Ahli_AI,7.75,7.75,9.50,8.50
L2_V8,Jenis-Jenis Poster,Visual,AI11,Ahli_AI,8.25,7.25,9.75,9.00
L2_V8,Jenis-Jenis Poster,Visual,AI12,Ahli_AI,7.50,7.50,9.25,8.50
L2_V9,Jenis-Jenis Poster,Interaktif,Guru1,Guru_Bahasa,8.00,7.50,8.50,7.50
L2_V9,Jenis-Jenis Poster,Interaktif,Guru2,Guru_Bahasa,8.25,7.75,8.75,7.75
L2_V9,Jenis-Jenis Poster,Interaktif,Guru3,Guru_Bahasa,7.75,7.25,8.25,7.25
L2_V9,Jenis-Jenis Poster,Interaktif,Guru4,Guru_Bahasa,7.50,7.50,8.50,7.50
L2_V9,Jenis-Jenis Poster,Interaktif,Guru5,Guru_Bahasa,8.00,7.00,8.00,7.00
L2_V9,Jenis-Jenis Poster,Interaktif,Guru6,Guru_Bahasa,8.25,7.75,8.75,7.75
L2_V9,Jenis-Jenis Poster,Interaktif,Guru7,Guru_Bahasa,7.75,7.25,8.25,7.25
L2_V9,Jenis-Jenis Poster,Interaktif,Guru8,Guru_Bahasa,7.50,7.50,8.50,7.50
L2_V9,Jenis-Jenis Poster,Interaktif,Guru9,Guru_Bahasa,8.00,7.00,8.00,7.00
L2_V9,Jenis-Jenis Poster,Interaktif,AI1,Ahli_AI,8.50,7.50,9.00,8.00
L2_V9,Jenis-Jenis Poster,Interaktif,AI2,Ahli_AI,8.25,7.75,8.75,8.25
L2_V9,Jenis-Jenis Poster,Interaktif,AI3,Ahli_AI,8.75,7.25,9.25,8.50
L2_V9,Jenis-Jenis Poster,Interaktif,AI4,Ahli_AI,8.00,7.75,8.75,8.00
L2_V9,Jenis-Jenis Poster,Interaktif,AI5,Ahli_AI,8.50,7.00,8.50,7.50
L2_V9,Jenis-Jenis Poster,Interaktif,AI6,Ahli_AI,8.25,7.50,9.00,8.00
L2_V9,Jenis-Jenis Poster,Interaktif,AI7,Ahli_AI,8.75,7.25,9.25,8.50
